timestamps population node_ids
105.76555238480279 inputs 0
1987.4234594933282 inputs 0
3016.4345512379364 inputs 0
3085.0015234831326 inputs 0
4534.040200940887 inputs 0
245.44910432163059 inputs 1
312.1032463442647 inputs 1
823.6496682798767 inputs 1
872.0632894330132 inputs 1
1267.6165230333208 inputs 1
1309.5781055566497 inputs 1
1442.9993775715334 inputs 1
2175.7181542103954 inputs 1
4353.215899585117 inputs 1
4619.65894458531 inputs 1
283.7269625811778 inputs 2
453.79489858625664 inputs 2
652.2774054260416 inputs 2
1677.1870141541729 inputs 2
2342.764722904027 inputs 2
2606.039790518897 inputs 2
3239.09267810643 inputs 2
3499.797912204529 inputs 2
3500.7129561554357 inputs 2
3652.0643639978734 inputs 2
3707.4975005888346 inputs 2
3759.229835402778 inputs 2
4296.96293423027 inputs 2
4600.2241616473075 inputs 2
4660.959696886074 inputs 2
216.62939061815766 inputs 3
244.07344755394467 inputs 3
599.1124422790051 inputs 3
637.3724074585979 inputs 3
828.1491918164896 inputs 3
915.1050578653541 inputs 3
1173.5452821159527 inputs 3
1924.0625644895204 inputs 3
1981.8201776206772 inputs 3
2916.5707944084525 inputs 3
3089.647359923837 inputs 3
3234.757405134926 inputs 3
3333.719293660759 inputs 3
3456.434856491169 inputs 3
3669.948107504401 inputs 3
3877.890811923982 inputs 3
3891.9730422453636 inputs 3
3993.371317183524 inputs 3
4317.307395813757 inputs 3
4983.589073503552 inputs 3
45.91241431888382 inputs 4
112.24069340853238 inputs 4
130.4233201456162 inputs 4
364.1718841292768 inputs 4
628.33854357642 inputs 4
1040.7994887390425 inputs 4
1318.0420587346152 inputs 4
1531.7913601198713 inputs 4
1558.5582184640023 inputs 4
1688.0896555507059 inputs 4
1832.8090215692562 inputs 4
2027.5808070796547 inputs 4
2086.0660014782584 inputs 4
2208.4637423709037 inputs 4
2277.7835809349685 inputs 4
2306.0695161625445 inputs 4
2635.80677849626 inputs 4
2879.717113717509 inputs 4
2883.855443493441 inputs 4
2960.0575115653887 inputs 4
2964.1275124746785 inputs 4
3745.5227358071998 inputs 4
3866.7575220005206 inputs 4
4105.776096988794 inputs 4
4950.90520853473 inputs 4
535.5985503341459 inputs 5
551.7969904659769 inputs 5
1019.7154246670348 inputs 5
1223.348052175905 inputs 5
1809.8265356934994 inputs 5
1967.5061095700403 inputs 5
2063.4400671731382 inputs 5
2101.576600231593 inputs 5
2164.955830029085 inputs 5
2295.944006199952 inputs 5
2412.5491145319033 inputs 5
2540.678718580555 inputs 5
2553.0726918921737 inputs 5
2587.212871398836 inputs 5
2746.0388051915256 inputs 5
2879.8241980707153 inputs 5
2996.569463420914 inputs 5
